
# Try to use the same names for the same things, maintaining capitalization. For example, writing Table and Table for the same thing makes your code harder to understand and may be considered two different things by others.

Type;Name;Schema;ParentName;ParentType;DataType;IsNullable          
Table;ProductModelIllustration;Production;AdventureWorks2016_EXT;Database;NULL;
Table;AWBuildVersion;dbo;AdventureWorks2016_EXT;Database;NULL;
Table;ProductModelProductDescriptionCulture;Production;AdventureWorks2016_EXT;Database;NULL;
Table;BillOfMaterials;Production;AdventureWorks2016_EXT;Database;NULL;
Table;Store;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;ProductPhoto;Production;AdventureWorks2016_EXT;Database;NULL;
Table;ProductProductPhoto;Production;AdventureWorks2016_EXT;Database;NULL;
Table;TransactionHistory;Production;AdventureWorks2016_EXT;Database; ;
Table;ProductReview;Production;AdventureWorks2016_EXT;Database;NULL;
Table;BusinessEntity;Person;AdventureWorks2016_EXT;Database;NULL;
Table;TransactionHistoryArchive;Production;AdventureWorks2016_EXT;Database; ;
Table;ProductSubcategory;Production;AdventureWorks2016_EXT;Database;NULL;
Table;BusinessEntityAddress;Person;AdventureWorks2016_EXT;Database;NULL;
Table;SpecialOfferProduct_ondisk;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;ProductVendor;Purchasing;AdventureWorks2016_EXT;Database;NULL;
Table;BusinessEntityContact;Person;AdventureWorks2016_EXT; Database; ;
Table;UnitMeasure;Production;AdventureWorks2016_EXT;Database;NULL;
Table;Vendor;Purchasing;AdventureWorks2016_EXT;Database;NULL;
Table;SalesOrderHeader_ondisk;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;ContactType;Person;AdventureWorks2016_EXT;Database;NULL;
Table;CountryRegionCurrency;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;CountryRegion;Person;AdventureWorks2016_EXT;Database;NULL;
Table;WorkOrder;Production;AdventureWorks2016_EXT;Database;NULL;
Table;PurchaseOrderDetail;Purchasing;AdventureWorks2016_EXT;Database;NULL;
Table;CreditCard;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;Culture;Production;AdventureWorks2016_EXT;Database;NULL;
Table;WorkOrderRouting;Production;AdventureWorks2016_EXT;Database;NULL;
Table;Currency;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;PurchaseOrderHeader;Purchasing;AdventureWorks2016_EXT;Database;NULL;
Table;CurrencyRate;Sales;AdventureWorks2016_EXT;Database;NULL;
Database;pubs;;;;;
Table;Customer;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;SalesOrderDetail_ondisk;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;SalesOrder_json;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;Department;HumanResources;AdventureWorks2016_EXT;Database;NULL;
Table;Document;Production;AdventureWorks2016_EXT;Database;NULL;
Table;SalesOrderDetail;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;EmailAddress;Person;AdventureWorks2016_EXT;Database;NULL;
Table;Person_json;Person;AdventureWorks2016_EXT;Database;NULL;
Table;DemoSalesOrderDetailSeed;Demo;AdventureWorks2016_EXT;Database;NULL;
Table;Employee;HumanResources;AdventureWorks2016_EXT;Database;NULL;
Table;SalesOrderHeader;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;DemoSalesOrderHeaderSeed;Demo;AdventureWorks2016_EXT;Database;NULL;
Table;CustomerPII;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;EmployeeDepartmentHistory;HumanResources;AdventureWorks2016_EXT;Database;NULL;
Table;EmployeePayHistory;HumanResources;AdventureWorks2016_EXT;Database;NULL;
Table;Person_Temporal;Person;AdventureWorks2016_EXT;Database;NULL;
Table;SalesOrderHeaderSalesReason;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;Person_Temporal_History;Person;AdventureWorks2016_EXT;Database;NULL;
Table;Employee_Temporal;HumanResources;AdventureWorks2016_EXT;Database;NULL;
Table;SalesPerson;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;Illustration;Production;AdventureWorks2016_EXT;Database;NULL;
Table;PhoneNumberType;Person;AdventureWorks2016_EXT;Database;NULL;
Table;SpecialOffer_inmem;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;Employee_Temporal_History;HumanResources;AdventureWorks2016_EXT;Database;NULL;

Table;JobCandidate;HumanResources;AdventureWorks2016_EXT;Database;NULL;
Database;BaseballData;;;;;
Table;Location;Production;AdventureWorks2016_EXT;Database;NULL;
Table;TrackingEvent;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;OrderTracking;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;Password;Person;AdventureWorks2016_EXT;Database;NULL;
Table;Product_inmem;Production;AdventureWorks2016_EXT;Database;NULL;
Table;SalesPersonQuotaHistory;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;Person;Person;AdventureWorks2016_EXT;Database;NULL;
Table;SalesReason;Sales;AdventureWorks2016_EXT;Database;NULL;
Table;seriespost;dbo;BaseballData;Database;NULL;
Table;halloffame;dbo;BaseballData;Database;NULL;
Table;allstarfull;dbo;BaseballData;Database;NULL;
Table;teams;dbo;BaseballData;Database;NULL;
Table;managers;dbo;BaseballData;Database;NULL;
Table;appearances;dbo;BaseballData;Database;NULL;
Table;managershalf;dbo;BaseballData;Database;NULL;
Table;players;dbo;BaseballData;Database;NULL;
Table;awardsmanagers;dbo;BaseballData;Database;NULL;
Table;awardsplayers;dbo;BaseballData;Database;NULL;
Table;awardssharemanagers;dbo;BaseballData;Database;NULL;
Table;awardsshareplayers;dbo;BaseballData;Database;NULL;
Table;teamsfranchises;dbo;BaseballData;Database;NULL;
Table;batting;dbo;BaseballData;Database;NULL;
Table;teamshalf;dbo;BaseballData;Database;NULL;
Table;pitching;dbo;BaseballData;Database;NULL;
Table;els_teamnames;dbo;BaseballData;Database;NULL;
Table;battingpost;dbo;BaseballData;Database;NULL;
Table;pitchingpost;dbo;BaseballData;Database;NULL;
Database;WideWorldImporters;;;;;
Table;fielding;dbo;BaseballData;Database;NULL;
Table;schoolsplayers;dbo;BaseballData;Database;NULL;
Table;schools;dbo;BaseballData;Database;NULL;
Table;salaries;dbo;BaseballData;Database;NULL;
Table;fieldingof;dbo;BaseballData;Database;NULL;
Table;fieldingpost;dbo;BaseballData;Database;NULL;
Table;Employees;dbo;Northwind;Database;;
Table;Categories;dbo;Northwind;Database;;
Table;Customers;dbo;Northwind;Database;;
Table;Shippers;dbo;Northwind;Database;;
Table;Suppliers;dbo;Northwind;Database;;
Table;Orders;dbo;Northwind;Database;;
Table;Products;dbo;Northwind;Database;;
Table;Order Details;dbo;Northwind;Database;;
Table;CustomerCustomerDemo;dbo;Northwind;Database;;
Table;CustomerDemographics;dbo;Northwind;Database;;
Table;Region;dbo;Northwind;Database;;
Table;Territories;dbo;Northwind;Database;;
Table;EmployeeTerritories;dbo;Northwind;Database;;
Database;Northwind;;;;;
column;Bonus;Sales;SalesPerson;Table;money;0
column;BusinessEntityID;Sales;SalesPerson;Table;int;0
column;CommissionPct;Sales;SalesPerson;Table;smallmoney;0
column;ModifiedDate;Sales;SalesPerson;Table;datetime;0
column;rowguid;Sales;SalesPerson;Table;uniqueidentifier;0
column;SalesLastYear;Sales;SalesPerson;Table;money;0
column;SalesQuota;Sales;SalesPerson;Table;money;1
column;SalesYTD;Sales;SalesPerson;Table;money;0
column;TerritoryID;Sales;SalesPerson;Table;int;1
column;Diagram;Production;Illustration;Table;xml;1
column;IllustrationID;Production;Illustration;Table;int;0
column;ModifiedDate;Production;Illustration;Table;datetime;0
column;BusinessEntityID;HumanResources;JobCandidate;Table;int;1
column;JobCandidateID;HumanResources;JobCandidate;Table;int;0
column;ModifiedDate;HumanResources;JobCandidate;Table;datetime;0
column;Resume;HumanResources;JobCandidate;Table;xml;1
column;Availability;Production;Location;Table;decimal;0
column;CostRate;Production;Location;Table;smallmoney;0
column;LocationID;Production;Location;Table;smallint;0
column;ModifiedDate;Production;Location;Table;datetime;0
column;Name;Production;Location;Table;Name: nvarchar;0
column;BusinessEntityID;Sales;SalesPersonQuotaHistory;Table;int;0
column;ModifiedDate;Sales;SalesPersonQuotaHistory;Table;datetime;0
column;QuotaDate;Sales;SalesPersonQuotaHistory;Table;datetime;0
column;rowguid;Sales;SalesPersonQuotaHistory;Table;uniqueidentifier;0
column;SalesQuota;Sales;SalesPersonQuotaHistory;Table;money;0
column;AdditionalContactInfo;Person;Person;Table;xml;1
column;BusinessEntityID;Person;Person;Table;int;0
column;Demographics;Person;Person;Table;xml;1
column;EmailPromotion;Person;Person;Table;int;0
column;FirstName;Person;Person;Table;Name: nvarchar;0
column;LastName;Person;Person;Table;Name: nvarchar;0
column;MiddleName;Person;Person;Table;Name: nvarchar;1
column;ModifiedDate;Person;Person;Table;datetime;0
column;NameStyle;Person;Person;Table;NameStyle: bit;0
column;PersonType;Person;Person;Table;nchar;0
column;rowguid;Person;Person;Table;uniqueidentifier;0
column;Suffix;Person;Person;Table;nvarchar;1
column;Title;Person;Person;Table;nvarchar;1
column;ModifiedDate;Sales;SalesTaxRate;Table;datetime;0
column;Name;Sales;SalesTaxRate;Table;Name: nvarchar;0
column;rowguid;Sales;SalesTaxRate;Table;uniqueidentifier;0

column;SalesTaxRateID;Sales;SalesTaxRate;Table;int;0
column;StateProvinceID;Sales;SalesTaxRate;Table;int;0
column;TaxRate;Sales;SalesTaxRate;Table;smallmoney;0
column;TaxType;Sales;SalesTaxRate;Table;tinyint;0
column;BusinessEntityID;Sales;PersonCreditCard;Table;int;0
column;CreditCardID;Sales;PersonCreditCard;Table;int;0
column;ModifiedDate;Sales;PersonCreditCard;Table;datetime;0
column;BusinessEntityID;Person;vAdditionalContactInfo;Table;int;0
column;City;Person;vAdditionalContactInfo;Table;nvarchar;1
column;CountryRegion;Person;vAdditionalContactInfo;Table;nvarchar;1
column;EMailAddress;Person;vAdditionalContactInfo;Table;nvarchar;1
column;EMailSpecialInstructions;Person;vAdditionalContactInfo;Table;nvarchar;1
column;EMailTelephoneNumber;Person;vAdditionalContactInfo;Table;nvarchar;1
column;FirstName;Person;vAdditionalContactInfo;Table;Name: nvarchar;0
column;HomeAddressSpecialInstructions;Person;vAdditionalContactInfo;Table;nvarchar;1
column;LastName;Person;vAdditionalContactInfo;Table;Name: nvarchar;0
column;MiddleName;Person;vAdditionalContactInfo;Table;Name: nvarchar;1
column;ModifiedDate;Person;vAdditionalContactInfo;Table;datetime;0
column;PostalCode;Person;vAdditionalContactInfo;Table;nvarchar;1
column;rowguid;Person;vAdditionalContactInfo;Table;uniqueidentifier;0
column;StateProvince;Person;vAdditionalContactInfo;Table;nvarchar;1
column;Street;Person;vAdditionalContactInfo;Table;nvarchar;1
column;TelephoneNumber;Person;vAdditionalContactInfo;Table;nvarchar;1
column;TelephoneSpecialInstructions;Person;vAdditionalContactInfo;Table;nvarchar;1
column;BusinessEntityID;Person;PersonPhone;Table;int;0
column;ModifiedDate;Person;PersonPhone;Table;datetime;0
column;PhoneNumber;Person;PersonPhone;Table;Phone: nvarchar;0
column;PhoneNumberTypeID;Person;PersonPhone;Table;int;0

column;AdditionalContactInfo;HumanResources;vEmployee;Table;xml;1
column;AddressLine1;HumanResources;vEmployee;Table;nvarchar;0
column;AddressLine2;HumanResources;vEmployee;Table;nvarchar;1
column;BusinessEntityID;HumanResources;vEmployee;Table;int;0
column;City;HumanResources;vEmployee;Table;nvarchar;0
column;CountryRegionName;HumanResources;vEmployee;Table;Name: nvarchar;0
column;EmailAddress;HumanResources;vEmployee;Table;nvarchar;1
column;EmailPromotion;HumanResources;vEmployee;Table;int;0
column;FirstName;HumanResources;vEmployee;Table;Name: nvarchar;0
column;JobTitle;HumanResources;vEmployee;Table;nvarchar;0
column;LastName;HumanResources;vEmployee;Table;Name: nvarchar;0
column;MiddleName;HumanResources;vEmployee;Table;Name: nvarchar;1
column;PhoneNumber;HumanResources;vEmployee;Table;Phone: nvarchar;1
column;PhoneNumberType;HumanResources;vEmployee;Table;Name: nvarchar;1
column;PostalCode;HumanResources;vEmployee;Table;nvarchar;0
column;StateProvinceName;HumanResources;vEmployee;Table;Name: nvarchar;0
column;Suffix;HumanResources;vEmployee;Table;nvarchar;1
column;Title;HumanResources;vEmployee;Table;nvarchar;1
column;CostLastYear;Sales;SalesTerritory;Table;money;0
column;CostYTD;Sales;SalesTerritory;Table;money;0
column;CountryRegionCode;Sales;SalesTerritory;Table;nvarchar;0
column;Group;Sales;SalesTerritory;Table;nvarchar;0
column;ModifiedDate;Sales;SalesTerritory;Table;datetime;0
column;Name;Sales;SalesTerritory;Table;Name: nvarchar;0
column;rowguid;Sales;SalesTerritory;Table;uniqueidentifier;0
column;SalesLastYear;Sales;SalesTerritory;Table;money;0
column;SalesYTD;Sales;SalesTerritory;Table;money;0
column;TerritoryID;Sales;SalesTerritory;Table;int;0
column;BusinessEntityID;HumanResources;vEmployeeDepartment;Table;int;0
column;Department;HumanResources;vEmployeeDepartment;Table;Name: nvarchar;0
column;FirstName;HumanResources;vEmployeeDepartment;Table;Name: nvarchar;0
column;GroupName;HumanResources;vEmployeeDepartment;Table;Name: nvarchar;0
column;JobTitle;HumanResources;vEmployeeDepartment;Table;nvarchar;0
column;LastName;HumanResources;vEmployeeDepartment;Table;Name: nvarchar;0
column;MiddleName;HumanResources;vEmployeeDepartment;Table;Name: nvarchar;1
column;StartDate;HumanResources;vEmployeeDepartment;Table;date;0
column;Suffix;HumanResources;vEmployeeDepartment;Table;nvarchar;1
column;Title;HumanResources;vEmployeeDepartment;Table;nvarchar;1
column;ModifiedDate;Person;PhoneNumberType;Table;datetime;0
column;Name;Person;PhoneNumberType;Table;Name: nvarchar;0
column;PhoneNumberTypeID;Person;PhoneNumberType;Table;int;0
column;BusinessEntityID;HumanResources;vEmployeeDepartmentHistory;Table;int;0
column;Department;HumanResources;vEmployeeDepartmentHistory;Table;Name: nvarchar;0
column;EndDate;HumanResources;vEmployeeDepartmentHistory;Table;date;1
column;FirstName;HumanResources;vEmployeeDepartmentHistory;Table;Name: nvarchar;0
column;GroupName;HumanResources;vEmployeeDepartmentHistory;Table;Name: nvarchar;0
column;LastName;HumanResources;vEmployeeDepartmentHistory;Table;Name: nvarchar;0
column;MiddleName;HumanResources;vEmployeeDepartmentHistory;Table;Name: nvarchar;1
column;Shift;HumanResources;vEmployeeDepartmentHistory;Table;Name: nvarchar;0
column;StartDate;HumanResources;vEmployeeDepartmentHistory;Table;date;0
column;Suffix;HumanResources;vEmployeeDepartmentHistory;Table;nvarchar;1
column;Title;HumanResources;vEmployeeDepartmentHistory;Table;nvarchar;1
column;AddressLine1;Sales;vIndividualCustomer;Table;nvarchar;0
column;AddressLine2;Sales;vIndividualCustomer;Table;nvarchar;1
column;AddressType;Sales;vIndividualCustomer;Table;Name: nvarchar;0
column;BusinessEntityID;Sales;vIndividualCustomer;Table;int;0
column;City;Sales;vIndividualCustomer;Table;nvarchar;0
column;CountryRegionName;Sales;vIndividualCustomer;Table;Name: nvarchar;0
column;Demographics;Sales;vIndividualCustomer;Table;xml;1
column;EmailAddress;Sales;vIndividualCustomer;Table;nvarchar;1
column;EmailPromotion;Sales;vIndividualCustomer;Table;int;0
column;FirstName;Sales;vIndividualCustomer;Table;Name: nvarchar;0
column;LastName;Sales;vIndividualCustomer;Table;Name: nvarchar;0
column;MiddleName;Sales;vIndividualCustomer;Table;Name: nvarchar;1
column;PhoneNumber;Sales;vIndividualCustomer;Table;Phone: nvarchar;1
column;PhoneNumberType;Sales;vIndividualCustomer;Table;Name: nvarchar;1
column;PostalCode;Sales;vIndividualCustomer;Table;nvarchar;0

column;StateProvinceName;Sales;vIndividualCustomer;Table;Name: nvarchar;0
column;Suffix;Sales;vIndividualCustomer;Table;nvarchar;1
column;Title;Sales;vIndividualCustomer;Table;nvarchar;1
column;Class;Production;Product;Table;nchar;1
column;Color;Production;Product;Table;nvarchar;1
column;DaysToManufacture;Production;Product;Table;int;0
column;DiscontinuedDate;Production;Product;Table;datetime;1
column;FinishedGoodsFlag;Production;Product;Table;Flag: bit;0
column;ListPrice;Production;Product;Table;money;0
column;MakeFlag;Production;Product;Table;Flag: bit;0
column;ModifiedDate;Production;Product;Table;datetime;0
column;Name;Production;Product;Table;Name: nvarchar;0
column;ProductID;Production;Product;Table;int;0
column;ProductLine;Production;Product;Table;nchar;1
column;ProductModelID;Production;Product;Table;int;1
column;ProductNumber;Production;Product;Table;nvarchar;0
column;ProductSubcategoryID;Production;Product;Table;int;1
column;ReorderPoint;Production;Product;Table;smallint;0
column;rowguid;Production;Product;Table;uniqueidentifier;0
column;SafetyStockLevel;Production;Product;Table;smallint;0
column;SellEndDate;Production;Product;Table;datetime;1
column;SellStartDate;Production;Product;Table;datetime;0
column;Size;Production;Product;Table;nvarchar;1
column;SizeUnitMeasureCode;Production;Product;Table;nchar;1
column;StandardCost;Production;Product;Table;money;0
column;Style;Production;Product;Table;nchar;1
column;Weight;Production;Product;Table;decimal;1
column;WeightUnitMeasureCode;Production;Product;Table;nchar;1
column;BirthDate;Sales;vPersonDemographics;Table;datetime;1
column;BusinessEntityID;Sales;vPersonDemographics;Table;int;0
column;DateFirstPurchase;Sales;vPersonDemographics;Table;datetime;1
column;Education;Sales;vPersonDemographics;Table;nvarchar;1
column;Gender;Sales;vPersonDemographics;Table;nvarchar;1
column;HomeOwnerFlag;Sales;vPersonDemographics;Table;bit;1
column;MaritalStatus;Sales;vPersonDemographics;Table;nvarchar;1
column;NumberCarsOwned;Sales;vPersonDemographics;Table;int;1
column;NumberChildrenAtHome;Sales;vPersonDemographics;Table;int;1
column;Occupation;Sales;vPersonDemographics;Table;nvarchar;1
column;TotalChildren;Sales;vPersonDemographics;Table;int;1
column;TotalPurchaseYTD;Sales;vPersonDemographics;Table;money;1
column;YearlyIncome;Sales;vPersonDemographics;Table;nvarchar;1
column;Addr.Loc.City;HumanResources;vJobCandidate;Table;nvarchar;1
column;Addr.Loc.CountryRegion;HumanResources;vJobCandidate;Table;nvarchar;1
column;Addr.Loc.State;HumanResources;vJobCandidate;Table;nvarchar;1
column;Addr.PostalCode;HumanResources;vJobCandidate;Table;nvarchar;1
column;Addr.Type;HumanResources;vJobCandidate;Table;nvarchar;1
column;BusinessEntityID;HumanResources;vJobCandidate;Table;int;1
column;EMail;HumanResources;vJobCandidate;Table;nvarchar;1
column;JobCandidateID;HumanResources;vJobCandidate;Table;int;0
column;ModifiedDate;HumanResources;vJobCandidate;Table;datetime;0
column;Name.First;HumanResources;vJobCandidate;Table;nvarchar;1
column;Name.Last;HumanResources;vJobCandidate;Table;nvarchar;1
column;Name.Middle;HumanResources;vJobCandidate;Table;nvarchar;1
column;Name.Prefix;HumanResources;vJobCandidate;Table;nvarchar;1
column;Name.Suffix;HumanResources;vJobCandidate;Table;nvarchar;1
column;Skills;HumanResources;vJobCandidate;Table;nvarchar;1
column;WebSite;HumanResources;vJobCandidate;Table;nvarchar;1
column;Emp.EndDate;HumanResources;vJobCandidateEmployment;Table;datetime;1
column;Emp.FunctionCategory;HumanResources;vJobCandidateEmployment;Table;nvarchar;1
column;Emp.IndustryCategory;HumanResources;vJobCandidateEmployment;Table;nvarchar;1
column;Emp.JobTitle;HumanResources;vJobCandidateEmployment;Table;nvarchar;1
column;Emp.Loc.City;HumanResources;vJobCandidateEmployment;Table;nvarchar;1
column;Emp.Loc.CountryRegion;HumanResources;vJobCandidateEmployment;Table;nvarchar;1
column;Emp.Loc.State;HumanResources;vJobCandidateEmployment;Table;nvarchar;1
column;Emp.OrgName;HumanResources;vJobCandidateEmployment;Table;nvarchar;1
column;Emp.Responsibility;HumanResources;vJobCandidateEmployment;Table;nvarchar;1
column;Emp.StartDate;HumanResources;vJobCandidateEmployment;Table;datetime;1
column;JobCandidateID;HumanResources;vJobCandidateEmployment;Table;int;0
column;Edu.Degree;HumanResources;vJobCandidateEducation;Table;nvarchar;1
column;Edu.EndDate;HumanResources;vJobCandidateEducation;Table;datetime;1
column;Edu.GPA;HumanResources;vJobCandidateEducation;Table;nvarchar;1
column;Edu.GPAScale;HumanResources;vJobCandidateEducation;Table;nvarchar;1
column;Edu.Level;HumanResources;vJobCandidateEducation;Table;nvarchar;1
column;Edu.Loc.City;HumanResources;vJobCandidateEducation;Table;nvarchar;1
column;Edu.Loc.CountryRegion;HumanResources;vJobCandidateEducation;Table;nvarchar;1
column;Edu.Loc.State;HumanResources;vJobCandidateEducation;Table;nvarchar;1
column;Edu.Major;HumanResources;vJobCandidateEducation;Table;nvarchar;1
column;Edu.Minor;HumanResources;vJobCandidateEducation;Table;nvarchar;1
column;Edu.School;HumanResources;vJobCandidateEducation;Table;nvarchar;1
column;Edu.StartDate;HumanResources;vJobCandidateEducation;Table;datetime;1
column;JobCandidateID;HumanResources;vJobCandidateEducation;Table;int;0
column;CultureID;Production;vProductAndDescription;Table;nchar;0
column;Description;Production;vProductAndDescription;Table;nvarchar;0
column;Name;Production;vProductAndDescription;Table;Name: nvarchar;0
column;ProductID;Production;vProductAndDescription;Table;int;0
column;ProductModel;Production;vProductAndDescription;Table;Name: nvarchar;0
column;BikeFrame;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;Color;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;Copyright;Production;vProductModelCatalogDescription;Table;nvarchar
column;Crankset;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;MaintenanceDescription;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;Manufacturer;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;Material;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;ModifiedDate;Production;vProductModelCatalogDescription;Table;datetime;0
column;Name;Production;vProductModelCatalogDescription;Table;Name: nvarchar;0
column;NoOfYears;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;Pedal;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;PictureAngle;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;PictureSize;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;ProductLine;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;ProductModelID;Production;vProductModelCatalogDescription;Table;int;0
column;ProductPhotoID;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;ProductURL;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;RiderExperience;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;rowguid;Production;vProductModelCatalogDescription;Table;uniqueidentifier;0
column;Saddle;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;Style;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;Summary;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;WarrantyDescription;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;WarrantyPeriod;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;Wheel;Production;vProductModelCatalogDescription;Table;nvarchar;1
column;Instructions;Production;vProductModelInstructions;Table;nvarchar;1
column;LaborHours;Production;vProductModelInstructions;Table;decimal;1
column;LocationID;Production;vProductModelInstructions;Table;int;1
column;LotSize;Production;vProductModelInstructions;Table;int;1
column;MachineHours;Production;vProductModelInstructions;Table;decimal;1
column;ModifiedDate;Production;vProductModelInstructions;Table;datetime;0
column;Name;Production;vProductModelInstructions;Table;Name: nvarchar;0
column;ProductModelID;Production;vProductModelInstructions;Table;int;0
column;rowguid;Production;vProductModelInstructions;Table;uniqueidentifier;0
column;SetupHours;Production;vProductModelInstructions;Table;decimal;1
column;Step;Production;vProductModelInstructions;Table;nvarchar;1
column;AddressLine1;Sales;vSalesPerson;Table;nvarchar;0
column;AddressLine2;Sales;vSalesPerson;Table;nvarchar;1
column;BusinessEntityID;Sales;vSalesPerson;Table;int;0
column;City;Sales;vSalesPerson;Table;nvarchar;0
column;CountryRegionName;Sales;vSalesPerson;Table;Name: nvarchar;0
column;EmailAddress;Sales;vSalesPerson;Table;nvarchar;1
column;EmailPromotion;Sales;vSalesPerson;Table;int;0
column;FirstName;Sales;vSalesPerson;Table;Name: nvarchar;0
column;JobTitle;Sales;vSalesPerson;Table;nvarchar;0
column;LastName;Sales;vSalesPerson;Table;Name: nvarchar;0
column;MiddleName;Sales;vSalesPerson;Table;Name: nvarchar;1
column;PhoneNumber;Sales;vSalesPerson;Table;Phone: nvarchar;1
column;PhoneNumberType;Sales;vSalesPerson;Table;Name: nvarchar;1
column;PostalCode;Sales;vSalesPerson;Table;nvarchar;0
column;SalesLastYear;Sales;vSalesPerson;Table;money;0

column;SalesQuota;Sales;vSalesPerson;Table;money;1
column;SalesYTD;Sales;vSalesPerson;Table;money;0
column;StateProvinceName;Sales;vSalesPerson;Table;Name: nvarchar;0
column;Suffix;Sales;vSalesPerson;Table;nvarchar;1
column;TerritoryGroup;Sales;vSalesPerson;Table;nvarchar;1
column;TerritoryName;Sales;vSalesPerson;Table;Name: nvarchar;1
column;Title;Sales;vSalesPerson;Table;nvarchar;1
column;BusinessEntityID;Sales;SalesTerritoryHistory;Table;int;0
column;EndDate;Sales;SalesTerritoryHistory;Table;datetime;1
column;ModifiedDate;Sales;SalesTerritoryHistory;Table;datetime;0
column;rowguid;Sales;SalesTerritoryHistory;Table;uniqueidentifier;0
column;StartDate;Sales;SalesTerritoryHistory;Table;datetime;0
column;TerritoryID;Sales;SalesTerritoryHistory;Table;int;0
column;2002;Sales;vSalesPersonSalesByFiscalYears;Table;money;1
column;2003;Sales;vSalesPersonSalesByFiscalYears;Table;money;1
